Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Year,Genre
7431,Kirby's Dream Land 3,SNES,Nintendo  ,HAL Laboratory  ,,,,,0.36,0.0,0.36,1997,Platform
7432,Big Bass World Championship,PS,Hot-B  ,Unknown  ,,,0.2,0.14,,0.02,0.36,1997,Sports
7433,NFL GameDay 2001,PS2,Sony Computer Entertainment  ,989 Sports  ,,,0.18,0.14,,0.05,0.36,2000,Sports
7434,Tiny and Big: Grandpa's Leftovers,PC,Unknown  ,Black Pants Studio  ,,,,,,,,N/A,Platform
7435,NBA 2K6,XB,2K Sports  ,Unknown  ,,,0.27,0.08,,0.01,0.36,2005,Action
7436,Atelier Ryza 2: Lost Legends & the Secret Fairy,All,Koei Tecmo  ,Gust  ,,,,,,,,2021,Role-Playing
7437,Jurassic Park,NES,Ocean  ,Ocean  ,,,0.25,0.1,,0.01,0.36,1993,Action
7438,Mystical Ninja starring Goemon,N64,Konami  ,Konami Computer Entertainment Osaka  ,,,0.07,0.02,0.23,0.04,0.36,1998,Action
7439,Saban's Power Rangers: Lightspeed Rescue,N64,THQ  ,Mass Media  ,,,0.29,0.06,,0.0,0.36,2000,Action
7440,Tetrisphere,N64,Nintendo  ,H2O Interactive  ,,,0.29,0.06,,0.0,0.36,1997,Puzzle
7441,Organ Trail,PC,Unknown  ,The Men Who Wear Many Hats LLC  ,,,,,,,,N/A,Action-Adventure
7442,Toukiden,PSV,Tecmo Koei  ,Omega Force  ,,,0.04,0.05,0.25,0.03,0.36,2014,Action
7443,TMNT,Wii,Ubisoft  ,Ubisoft Montreal  ,,,0.3,0.03,,0.03,0.36,2007,Action
7444,The Last Hope,PC,Unknown  ,Atomic Fabrik  ,,,,,,,,N/A,Adventure
7445,Assassin's Creed III,WiiU,Ubisoft  ,Ubisoft Montreal  ,7.7,,0.19,0.14,,0.03,0.36,2012,Action-Adventure
7446,North American Hunting Extravaganza,Wii,Destineer  ,Arcade Moon  ,,,0.33,0.0,,0.03,0.36,2008,Sports
7447,World's Scariest Police Chases,PS,Activision  ,UDS  ,,,0.2,0.14,,0.02,0.36,2001,Racing
7448,Shaun Palmer's Pro Snowboarder,GBA,Activision  ,Natsume  ,,,0.26,0.1,,0.01,0.36,2001,Sports
7449,Tiger Woods PGA Tour 09,PSP,EA Sports  ,EA Tiburon  ,5.2,,0.07,0.19,,0.1,0.36,2008,Sports
7450,Nintendo Labo: Toy-Con 02 Robot Kit,NS,Nintendo  ,Nintendo EPD  ,7.0,,0.18,0.08,0.08,0.03,0.36,2018,Action
7451,MechAssault 2: Lone Wolf,XB,Microsoft Game Studios  ,Day 1 Studios  ,,,0.27,0.08,,0.01,0.36,2004,Simulation
7452,Bit.Trip Presents... Runner 2: Future Legend of Rhythm Alien,PC,Unknown  ,Unknown  ,,,,,,,,2013,Misc
7453,Hamster Club 3,GBA,Jorudan  ,Jorudan  ,,,,,0.35,0.01,0.36,2002,Simulation
7454,Breath of Fire II,SNES,Capcom  ,Capcom  ,8.3,,,,0.36,,0.36,1995,Role-Playing
7455,LEGO Racers,PS,LEGO Media  ,High Voltage Software  ,,,0.2,0.14,,0.02,0.36,1999,Racing
7456,Spider-Man: Shattered Dimensions,X360,Activision  ,Beenox Studios  ,8.2,,0.24,0.09,,0.03,0.36,2010,Action
7457,ESPN NFL Football,XB,Sega  ,Visual Concepts  ,,,0.27,0.08,,0.01,0.36,2003,Sports
7458,ATV/Monster Truck Mayhem,DS,"Destination Software, Inc  ",Destination  ,,,0.33,,,0.02,0.36,2007,Racing
7459,Digging for Dinosaurs,DS,Scholastic Inc.  ,CokeM Interactive  ,,,0.33,,,0.03,0.36,2010,Action
7460,Rapala Pro Fishing,PS2,Activision  ,Sand Grain Studios  ,,,0.18,0.14,,0.05,0.36,2004,Sports
7461,Tiger Woods PGA Tour 14,X360,EA Sports  ,EA Tiburon  ,,,0.21,0.12,,0.03,0.36,2013,Sports
7462,J-League Pro Soccer Club o Tsukurou '04,PS2,Sega  ,Smilebit  ,,,,,0.36,,0.36,2004,Sports
7463,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,Namco Bandai Games  ,Banpresto  ,,,,,0.36,,0.36,2012,Strategy
7464,Disney's The Haunted Mansion,PS2,TDK Mediactive  ,High Voltage Software  ,,,0.18,0.14,,0.05,0.36,2003,Platform
7465,Arc the Lad: Twilight of the Spirits,PS2,Sony Computer Entertainment  ,Cattle Call  ,7.3,8.5,0.18,0.14,,0.05,0.36,2003,Role-Playing
7466,Dance Dance Revolution 3rdMix,PS,Konami  ,KCET  ,,,,,0.33,0.02,0.36,2000,Simulation
7467,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.36,,0.36,2013,Action
7468,Super Robot Taisen A,GBA,Banpresto  ,Banpresto  ,,,,,0.35,0.01,0.36,2001,Strategy
7469,Earth Defense Force 2025,PS3,D3Publisher  ,Sandlot  ,,,0.04,0.03,0.27,0.01,0.36,2014,Shooter
7470,Mega Man 11,NS,Capcom  ,Capcom  ,8.0,,0.29,,0.03,0.03,0.36,2018,Platform
7471,LEGO Pirates of the Caribbean: The Video Game,PSP,Disney Interactive Studios  ,Traveller's Tales  ,6.8,,0.12,0.15,,0.08,0.36,2011,Action
7472,G-Force,PSP,Disney Interactive Studios  ,Keen Games  ,7.0,,0.24,0.07,,0.05,0.36,2009,Action
7473,Boxer's Road,PS,New  ,New Corporation  ,,,,,0.33,0.02,0.36,1995,Fighting
7474,Frogs And Flies,2600,Mattel Interactive  ,Mattel  ,,,0.33,0.02,,0.0,0.36,1982,Action
7475,Harry Potter and the Chamber of Secrets,XB,Electronic Arts  ,Eurocom Entertainment Software  ,,,0.27,0.08,,0.01,0.36,2002,Adventure
7476,Toriko: Gourmet Survival!,PSP,Namco Bandai  ,Namco Bandai Games  ,,,,,0.36,,0.36,2011,Role-Playing
7477,South Park Rally,PS,Acclaim Entertainment  ,Tantalus Interactive  ,3.9,,0.2,0.13,,0.02,0.36,1999,Racing
7478,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,Konami  ,Konami  ,,,,,0.36,,0.36,1994,Platform
7479,SOCOM: Tactical Strike,PSP,Sony Computer Entertainment  ,Slant Six  ,7.1,,0.32,0.01,,0.03,0.36,2007,Shooter
7480,Arctic Thunder,PS2,Midway Games  ,Inland Productions  ,,,0.17,0.14,,0.05,0.36,2001,Racing
7481,Windward,PC,Unknown  ,Tasharen Entertainment Inc.  ,,,,,,,,N/A,Sandbox
7482,NHL 2K10,PS2,2K Sports  ,Visual Concepts  ,,,0.17,0.14,,0.05,0.36,2009,Sports
7483,Wonder Pets! Save the Animals!,DS,2K Play  ,Black Lantern Studios  ,,,0.33,0.0,,0.02,0.36,2008,Adventure
7484,Really Big Sky,PC,Unknown  ,Boss Baddie  ,,,,,,,,N/A,Shooter
7485,Kinectimals: Now with Bears!,X360,Microsoft Studios  ,Frontier Developments  ,,,0.27,0.06,,0.03,0.36,2011,Simulation
7486,Harvest Moon: The Tale of Two Towns,3DS,Natsume  ,Marvelous Interactive  ,6.3,,0.28,0.0,0.05,0.02,0.36,2011,Simulation
7487,J-League Pro Soccer Club o Tsukurou!,DC,Sega  ,Smilebit  ,,,,,0.36,0.0,0.36,1999,Sports
7488,Sword Art Online: Lost Song,PS4,Namco Bandai Games  ,Namco Bandai Games  ,,,0.19,0.11,,0.06,0.36,2015,Role-Playing
7489,Formula 1 Championship Edition,PS,Sony Computer Entertainment  ,Bizarre Creations  ,8.5,,0.06,0.04,0.23,0.02,0.36,1997,Racing
7490,Trauma Center: Under the Knife,DS,Atlus  ,Atlus Co.  ,8.0,,0.3,0.01,0.02,0.03,0.36,2005,Simulation
7491,Shrek,XB,TDK Mediactive  ,Digital Illusions  ,,,0.25,0.1,,0.01,0.36,2001,Platform
7492,Hello Neighbor,PS4,Gearbox Software  ,Dynamic Pixels  ,,,0.13,0.16,,0.06,0.35,2018,Action
7493,Football Manager Handheld 2010,PSP,Sega  ,Sports Interactive  ,6.0,,,0.27,,0.09,0.35,2009,Sports
7494,Dark Void,PS3,Capcom  ,Airtight Games  ,6.1,,0.18,0.12,,0.05,0.35,2010,Action
7495,NBA 2K17,X360,2K Sports  ,Visual Concepts  ,,,0.26,0.06,,0.04,0.35,2016,Sports
7496,Blasto,PS,Sony Computer Entertainment  ,Unknown  ,4.6,,0.2,0.13,,0.02,0.35,1998,Action
7497,U-Sing,Wii,Mindscape  ,Mindscape Inc.  ,,,,0.32,,0.03,0.35,2009,Misc
7498,Backyard Baseball 2006,GBA,Atari  ,Game Brains  ,,,0.25,0.09,,0.01,0.35,2005,Sports
7499,The Sims 4: City Living,PC,Electronic Arts  ,Maxis  ,,,0.03,0.3,,0.02,0.35,2016,Simulation
7500,Press Your Luck 2010 Edition,Wii,Ubisoft  ,Ludia Inc.  ,,,0.33,,,0.03,0.35,2009,Misc
7501,Disney Infinity,3DS,Disney Interactive Studios  ,Altron  ,,,0.22,0.11,,0.03,0.35,2013,Action-Adventure
7502,Guitar Hero: Smash Hits,PS3,Activision  ,Neversoft Entertainment  ,7.4,,0.2,0.11,,0.05,0.35,2009,Misc
7503,Cabela's Outdoor Adventures (2006),PS2,Activision  ,Sand Grain Studios  ,,,0.17,0.14,,0.05,0.35,2005,Sports
7504,Slender: The Arrival,PC,Polytron Corporation  ,Unknown  ,,,,,,,,2013,Misc
7505,Nicktoons: Unite!,GC,THQ  ,Blue Tongue  ,,,0.27,0.07,,0.01,0.35,2005,Adventure
7506,Bloons TD 5,PC,Unknown  ,Ninja Kiwi  ,,,,,,,,N/A,Strategy
7507,Suikoden V,PS2,Konami  ,Hudson Soft  ,7.9,,0.08,0.06,0.19,0.02,0.35,2006,Role-Playing
7508,Picross 2,GB,Nintendo  ,Jupiter Multimedia  ,,,,,0.35,0.0,0.35,1996,Puzzle
7509,Metro: Last Light,X360,Deep Silver  ,4a-games  ,,,0.17,0.15,0.0,0.03,0.35,2013,Shooter
7510,Outlaw Golf 2,PS2,Global Star Software  ,Hypnotix  ,,,0.17,0.14,,0.05,0.35,2004,Sports
7511,Momotarou Dentetsu 12,PS2,Hudson Soft  ,Hudson Soft  ,,,,,0.35,,0.35,2003,Misc
7512,Skylanders SWAP Force,XOne,Activision  ,Unknown  ,,,0.25,0.07,,0.03,0.35,2013,Misc
7513,Worms: Open Warfare 2,DS,THQ  ,Team17 Software / Two Tribes  ,,,0.07,0.24,,0.04,0.35,2007,Strategy
7514,Call of Duty: Ghosts,WiiU,Activision  ,Infinity Ward  ,8.8,,0.22,0.09,0.01,0.03,0.35,2013,Shooter
7515,Halo: Spartan Assault,PC,Microsoft Studios  ,Vanguard Games  ,,,,,,,,2013,Shooter
7516,Dragon Ball Z: Extreme Butoden,3DS,Namco Bandai Games  ,Arc System Works  ,5.0,,0.13,0.03,0.17,0.02,0.35,2015,Fighting
7517,Batman: Rise of Sin Tzu,PS2,Ubisoft  ,Ubisoft Montreal  ,,,0.17,0.13,,0.05,0.35,2003,Action
7518,Disney's Tarzan: Return to the Jungle,GBA,Activision  ,Digital Eclipse  ,6.9,,0.25,0.09,,0.01,0.35,2002,Action
7519,Cabela's Dangerous Hunts,XB,Activision  ,FUN Labs  ,,,0.26,0.08,,0.01,0.35,2003,Sports
7520,AMF Bowling World Lanes,Wii,Bethesda Softworks  ,Vir2L Studios  ,,,0.33,,,0.03,0.35,2008,Sports
7521,Timberman,PC,Unknown  ,Digital Melody  ,,,,,,,,N/A,Action
7522,Toki Tori,PC,Two Tribes  ,Two Tribes  ,,,,,,,,2010,Puzzle
7523,Jikkyou Powerful Pro Yakyuu 13,PS2,Konami  ,PawaPuro Production  ,,,,,0.35,,0.35,2006,Sports
7524,NHL 2K10,Wii,2K Sports  ,Visual Concepts  ,8.2,,0.32,0.01,,0.03,0.35,2009,Sports
7525,Mega Man X3,SNES,Capcom  ,Capcom  ,,,0.04,0.01,0.3,,0.35,1995,Platform
7526,House Flipper,PC,Unknown  ,Empyrean  ,,,,,,,,N/A,Simulation
7527,Stunt Race FX,SNES,Nintendo  ,Argonaut Games  ,,,,,0.35,,0.35,1994,Racing
7528,Command & Conquer: Red Alert 3 Ultimate Edition,PS3,Electronic Arts  ,EA Los Angeles  ,7.4,,0.14,0.16,,0.06,0.35,2009,Strategy
7529,Bloody Roar 3,PS2,Activision  ,Eighting / Raizing  ,,,0.15,0.11,0.05,0.04,0.35,2001,Fighting
7530,WWE Crush Hour,PS2,THQ  ,Pacific Coast Power & Light  ,,,0.17,0.13,,0.04,0.35,2003,Racing
7531,CSI: Deadly Intent - The Hidden Cases,DS,Ubisoft  ,Other Ocean Interactive  ,,,0.16,0.16,,0.04,0.35,2009,Adventure
7532,EA Sports MMA,X360,EA Sports  ,EA Tiburon  ,7.7,,0.23,0.09,,0.03,0.35,2010,Fighting
7533,Persona 2: Eternal Punishment,PS,Atlus  ,Atlus Co.  ,8.7,,0.03,0.02,0.28,0.02,0.35,2000,Role-Playing
7534,Teenage Mutant Ninja Turtles: Smash-Up,Wii,Ubisoft  ,Game Arts  ,7.2,,0.33,0.0,,0.03,0.35,2009,Fighting
7535,Transformers: Dark of the Moon,PS3,Activision  ,High Moon Studios  ,5.5,,0.11,0.18,,0.06,0.35,2011,Action
7536,Star Wars: Flight of the Falcon,GBA,THQ  ,Pocket Studios  ,,,0.25,0.09,,0.01,0.35,2003,Action
7537,Dead or Alive 5 Last Round,PS4,Tecmo Koei  ,Team Ninja  ,7.1,,0.09,0.13,0.09,0.04,0.35,2015,Fighting
7538,Metal Gear Solid: The Twin Snakes,GC,Konami  ,Silicon Knights  ,8.1,,0.3,0.08,0.07,0.01,0.47,2004,Action
7539,Titan Souls,PC,Devolver Digital  ,Acid Nerve  ,,,,,,,,2015,Action
7540,Aces of the Pacific,PC,Sierra Entertainment  ,"Dynamix, Inc.  ",,,,,,,,1992,Simulation
7541,Dead or Alive 6,All,Koei Tecmo  ,Team Ninja  ,,,,,,,,2019,Fighting
7542,Dead to Rights: Retribution,All,Namco  ,Volatile Games  ,,,,,,,,2010,Action-Adventure
7543,Dr. Brain,Series,Sierra Online   ,Sierra On-Line  ,,,,,,,,1991,Education
7544,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,Unknown  ,Unknown  ,,,0.15,0.05,0.14,0.01,0.35,N/A,Action
7545,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,Square Enix  ,Square Enix  ,,,,,0.47,,0.47,2011,Role-Playing
7546,Drakengard,PS2,Square Enix  ,Cavia Inc.  ,,,0.19,0.15,0.26,0.05,0.65,2004,Role-Playing
7547,Egypt 1156 B.C.: Tomb of the Pharaoh,All,Cryo Interactive  ,Cryo Interactive Entertainment  ,,,,,,,,1997,Adventure
7548,Heroes of Might and Magic V,PC,Ubisoft  ,Nival Interactive  ,,,,0.03,,0.0,0.04,2006,Strategy
7549,Jikkyou Powerful Pro Yakyuu 2000,N64,Konami  ,Diamond Head  ,,,,,0.29,0.06,0.35,2000,Sports
7550,Myth II: Soulblighter,All,Bungie Software  ,Bungie  ,,,,,,,,1998,Strategy
7551,Myth: The Fallen Lords,All,Bungie Software  ,Bungie  ,,,,,,,,1997,Strategy
7552,One Piece: Gigant Battle 2 Shin Sekai,DS,Namco Bandai  ,Ganbarion  ,,,,,0.35,,0.35,2011,Fighting
7553,Sid Meier's Colonization,PC,Microprose  ,MicroProse  ,,,,,,,,1994,Strategy
7554,Star Trek: Starfleet Academy,All,Interplay Productions  ,Interplay Productions  ,,,,,,,,1997,Simulation
7555,The Operative: No One Lives Forever,All,Fox Interactive  ,Monolith Productions  ,,,,,,,,2000,Shooter
7556,Top Gun,PS2,Blast! Entertainment Ltd  ,Atomic Planet Entertainment  ,,,,,,,,2007,Simulation
7557,Traitors Gate,All,DreamCatcher Interactive  ,Daydream Software  ,,,,,,,,2000,Adventure
7558,Wasteland 2,All,Deep Silver  ,InXile Entertainment  ,,,,,,,,2014,Role-Playing
7559,Wayne Gretzky Hockey,All,Bethesda Softworks  ,Bethesda Softworks  ,,,,,,,,1988,Sports
7560,Def Jam Rapstar,PS3,Konami  ,4mm Games / Terminal Reality  ,7.4,,0.27,0.04,,0.04,0.35,2010,Misc
7561,Resident Evil: Dead Aim,PS2,Capcom  ,Cavia Inc.  ,6.7,,0.17,0.13,,0.04,0.35,2003,Shooter
7562,Sega Genesis Classics,PS4,Sega  ,Sega  ,,,0.08,0.21,,0.05,0.35,2018,Misc
7563,Need for Speed Carbon,GC,Electronic Arts  ,EA Black Box  ,7.7,,0.27,0.07,,0.01,0.35,2006,Racing
7564,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,THQ  ,Helixe  ,5.5,,0.25,0.09,,0.01,0.35,2003,Platform
7565,The Fairly Odd Parents: Shadow Showdown,PS2,THQ  ,Blitz Games  ,5.0,,0.17,0.13,,0.04,0.35,2004,Platform
7566,Saban's Power Rangers: Lightspeed Rescue,PS,THQ  ,Climax Group  ,,,0.19,0.13,,0.02,0.35,2000,Action
7567,Xbox Music Mixer,XB,Microsoft  ,WildTangent  ,,,0.26,0.08,,0.01,0.35,2003,Misc
7568,Terminator Salvation,X360,Warner Bros. Interactive  ,Halcyon  ,5.2,,0.13,0.18,0.0,0.04,0.35,2009,Shooter
7569,Dark Souls: Remastered,PC,Bandai Namco Entertainment  ,From Software  ,,,,,,,,2018,Role-Playing
7570,Tropico 4,X360,Kalypso  ,Haemimont Games  ,,,0.2,0.12,,0.03,0.35,2011,Strategy
7571,Chicken Shoot,Wii,"Destination Software, Inc  ",Destination Software  ,3.0,,0.32,0.0,,0.02,0.35,2007,Action
7572,College Hoops 2K8,PS2,2K Sports  ,Visual Concepts  ,,,0.17,0.13,,0.04,0.35,2007,Sports
7573,Might & Magic Heroes VI,PC,Ubisoft  ,Black Hole Games  ,7.4,,0.15,0.14,,0.05,0.35,2011,Role-Playing
7574,Guitar Hero: Metallica,PS2,Activision  ,BudCat Creations  ,,,0.17,0.13,,0.04,0.35,2009,Misc
7575,Guilty Gear X2,PS2,Sammy Corporation  ,Arc System Works  ,,,0.09,0.07,0.16,0.02,0.35,2003,Fighting
7576,MotoGP 08,X360,Capcom  ,MileStone Inc.  ,6.8,,0.11,0.2,,0.04,0.35,2008,Racing
7577,King Arthur's Gold,PC,Transhuman Design  ,Transhuman Design  ,,,,,,,,2013,Action
7578,The Sims 4: Get Together,PC,Electronic Arts  ,Maxis  ,,,0.05,0.27,,0.02,0.35,2015,Simulation
7579,Gravity Rush 2,PS4,Sony Interactive Entertainment  ,SIE Japan Studio  ,,,0.13,0.05,0.13,0.04,0.35,2017,Action-Adventure
7580,Nioh: Complete Edition,PC,Koei Tecmo  ,Team Ninja  ,,,,,,,,2017,Action
7581,Tom Clancy's Rainbow Six: Lockdown,PS2,Ubisoft  ,Red Storm Entertainment  ,,,0.17,0.13,,0.04,0.35,2005,Shooter
7582,From TV Animation One Piece: Tobidase Kaizokudan!,PS,Bandai  ,Bandai  ,,,,,0.32,0.02,0.35,2001,Role-Playing
7583,World of Final Fantasy,PSV,Square Enix  ,Square Enix  ,,,0.09,0.11,0.09,0.06,0.35,2016,Role-Playing
7584,Hello Kitty Daily,DS,Aspyr  ,Dorart  ,,,0.32,,,0.03,0.35,2008,Misc
7585,The Tale of Despereaux,PS2,Brash Entertainment  ,Sensory Sweep Studios  ,,,0.17,0.13,,0.04,0.35,2008,Platform
7586,Aggressive Inline,PS2,Acclaim Entertainment  ,"Z-Axis, Ltd.  ",8.7,,0.17,0.13,,0.04,0.35,2002,Sports
7587,Karaoke Revolution,PS2,Konami  ,Harmonix Music Systems  ,,,0.17,0.13,,0.04,0.35,2003,Misc
7588,NFL Street,GC,EA Sports BIG   ,EA Tiburon  ,8.3,,0.27,0.07,,0.01,0.35,2004,Sports
7589,Metal Arms: Glitch in the System,PS2,VU Games  ,Mass Media  ,,,0.17,0.13,,0.04,0.35,2003,Shooter
7590,Enemy Territory: Quake Wars,PS3,Activision  ,Z-Axis  ,,,0.23,0.07,,0.04,0.35,2008,Shooter
7591,Jikkyou Powerful Pro Yakyuu 7,PS2,Konami  ,Diamond Head  ,,,,,0.35,,0.35,2000,Sports
7592,Minecraft: Story Mode,PC,Mojang  ,Telltale Games  ,,,0.04,0.09,,0.01,0.15,2015,Adventure
7593,Tiger Woods PGA Tour 12: The Masters,Wii,EA Sports  ,EA Tiburon  ,,,0.2,0.12,,0.03,0.35,2011,Sports
7594,Rally Cross 2,PS,989 Studios  ,Idol Minds  ,,,0.19,0.13,,0.02,0.35,1998,Racing
7595,EverGrace,PS2,Agetec  ,From Software  ,6.2,,0.1,0.08,0.15,0.03,0.35,2000,Role-Playing
7596,SpongeBob's Boating Bash,Wii,THQ  ,Impulse Games  ,,,0.24,0.07,,0.03,0.35,2010,Misc
7597,Lunar 2: Eternal Blue Complete,PS,Working Designs  ,Game Arts  ,8.1,,0.19,0.13,,0.02,0.35,2000,Role-Playing
7598,Street Fighter Alpha: Warriors' Dreams,SAT,Capcom  ,Capcom  ,,,,,0.35,,0.35,1996,Fighting
7599,Rugrats: Royal Ransom,PS2,THQ  ,Avalanche Software  ,,,0.17,0.13,,0.04,0.35,2002,Platform
7600,MLB 06: The Show,PSP,Sony Computer Entertainment  ,SCEA San Diego Studios  ,8.3,,0.32,,,0.03,0.35,2006,Sports
7601,Hannah Montana: The Movie,Wii,Disney Interactive Studios  ,n-Space  ,,,0.13,0.18,,0.04,0.35,2009,Adventure
7602,Over the Hedge,GC,Activision  ,Edge of Reality  ,6.7,,0.27,0.07,,0.01,0.35,2006,Platform
7603,One Piece: Pirate Warriors 3,PC,Namco Bandai Games  ,Omega Force  ,,,,0.0,,0.0,0.0,2015,Action
7604,Yu-Gi-Oh! 5D's Tag Force 5,PSP,Konami  ,Konami  ,,,0.13,0.05,0.14,0.03,0.35,2010,Strategy
7605,Charlie and the Chocolate Factory,PS2,Global Star Software  ,High Voltage Software  ,,,0.17,0.13,,0.04,0.35,2005,Adventure
7606,Madden NFL 13,PSV,EA Sports  ,EA Tiburon  ,6.2,,0.28,,,0.07,0.35,2012,Sports
7607,Naruto Shippuden: Ultimate Ninja Impact,PSP,Namco Bandai  ,CyberConnect2  ,,,0.09,0.07,0.15,0.04,0.35,2011,Fighting
7608,Def Jam Icon,X360,Electronic Arts  ,Unknown  ,6.3,,0.3,0.01,0.0,0.03,0.35,2007,Action
7609,Lego Star Wars: The Force Awakens,PS3,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,0.07,0.22,,0.05,0.35,2016,Action-Adventure
7610,Kurushi Final: Mental Blocks,PS,Sony Computer Entertainment  ,SCEI  ,,,,,0.32,0.02,0.34,1999,Puzzle
7611,Risk / Battleship / Clue,GBA,DSI Games  ,Gravity-I  ,,,0.25,0.09,,0.01,0.34,2005,Misc
7612,Mini Ninjas,PS3,Eidos Interactive  ,IO Interactive  ,7.4,,0.14,0.15,,0.06,0.34,2009,Action
7613,Pirates of the Caribbean: At World's End,DS,Disney Interactive Studios  ,Amaze Entertainment  ,,,0.3,0.01,0.01,0.03,0.34,2007,Action
7614,SD Gundam G Generation World,PSP,Namco Bandai  ,Tom Create  ,,,,,0.34,,0.34,2011,Strategy
7615,WWE '12,Wii,THQ  ,"Yuke's Co., Ltd.  ",,,0.23,0.09,,0.03,0.34,2011,Fighting
7616,Tekken Tag Tournament 2,X360,Namco Bandai Games  ,Bandai Namco Games  ,,,0.19,0.11,0.01,0.03,0.34,2012,Fighting
7617,UEFA Euro 2008 Austria-Switzerland,X360,Electronic Arts  ,Unknown  ,,,0.08,0.23,,0.03,0.34,2008,Sports
7618,Racquet Sports,PS3,Ubisoft  ,Asobo Studio  ,4.2,,0.11,0.17,,0.06,0.34,2010,Sports
7619,Lego Legends of Chima: Laval's Journey,3DS,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,0.2,0.11,,0.03,0.34,2013,Action-Adventure
7620,The Wild Thornberrys Movie,GBA,THQ  ,"Human Soft, Inc.  ",,,0.25,0.09,,0.01,0.34,2002,Platform
7621,High School Musical 3: Senior Year DANCE!,PS2,Disney Interactive Studios  ,Page 44 Studios  ,,,0.17,0.13,,0.04,0.34,2008,Misc
7622,Dynasty Warriors 5 Empires,PS2,KOEI  ,Omega Force  ,6.3,,0.11,0.09,0.12,0.03,0.34,2006,Action
7623,Odin Sphere: Leifthrasir,PS4,Atlus  ,Vanillaware  ,,,0.14,0.07,0.09,0.04,0.34,2016,Role-Playing
7624,WipEout 3,PS,Sony Computer Entertainment  ,Psygnosis  ,,,0.19,0.13,,0.02,0.34,1999,Racing
7625,FIFA Street 3,X360,EA Sports BIG   ,EA Canada  ,,,0.17,0.14,,0.04,0.34,2008,Sports
7626,Angry Birds: Star Wars,3DS,Activision  ,Exient Entertainment  ,,,0.15,0.16,,0.03,0.34,2013,Puzzle
7627,Marvel vs. Capcom: Infinite,XOne,Capcom  ,Capcom  ,,,0.26,0.05,,0.03,0.34,2017,Fighting
7628,Classic NES Series: Ice Climber,GBA,Nintendo  ,Nintendo  ,,,0.1,0.04,0.2,0.01,0.34,2004,Platform
7629,Battalion Wars 2,Wii,Nintendo  ,Kuju Entertainment  ,7.7,,0.22,0.02,0.08,0.02,0.34,2007,Strategy
7630,Danganronpa: Trigger Happy Havoc,PSV,NIS America  ,Spike Chunsoft  ,,,0.09,0.06,0.15,0.05,0.34,2014,Adventure
7631,WWE All Stars,X360,THQ  ,THQ  ,7.7,,0.18,0.14,,0.03,0.34,2011,Fighting
7632,Mini Ninjas,DS,Eidos Interactive  ,IO Interactive  ,,,0.16,0.15,,0.04,0.34,2009,Action
7633,NBA 2K12,Wii,2K Sports  ,Visual Concepts  ,,,0.29,0.03,,0.02,0.34,2011,Sports
7634,LEGO Jurassic World,PC,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,,0.04,,0.0,0.04,2015,Action
7635,Xenosaga Episode III: Also sprach Zarathustra,PS2,Namco  ,Monolith Soft  ,7.9,,0.09,0.07,0.18,0.02,0.37,2006,Role-Playing
7636,Just Dance 2017,XOne,Ubisoft  ,Ubisoft Paris  ,,,0.25,0.05,,0.03,0.34,2016,Music
7637,Driver 2 Advance,GBA,Atari  ,Sennari Interactive  ,6.8,,0.25,0.09,,0.01,0.34,2002,Action
7638,Freeway,2600,Activision  ,Activision  ,,,0.32,0.02,,0.0,0.34,1981,Action
7639,DanceDanceRevolution,Wii,Konami  ,Konami  ,,,0.28,0.04,,0.02,0.34,2010,Simulation
7640,Monster Rancher 4,PS2,Tecmo  ,Tecmo  ,,,0.08,0.06,0.19,0.02,0.34,2003,Simulation
7641,Risen 3: Titan Lords Enhanced Edition,PC,Deep Silver  ,Piranha Bytes  ,6.3,,,0.08,,0.0,0.09,2014,Role-Playing
7642,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,Sega  ,Eurocom Entertainment Software  ,,,0.09,0.19,,0.07,0.34,2010,Sports
7643,Supreme Commander 2,X360,Square Enix  ,Gas Powered Games  ,8.2,,0.23,0.09,,0.03,0.34,2010,Strategy
7644,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,Buena Vista  ,Capcom  ,,,0.17,0.13,,0.04,0.34,2005,Adventure
7645,Iron Storm,SAT,Working Designs  ,SystemSoft  ,,,,,0.34,0.0,0.34,1996,Strategy
7646,MotorStorm: Arctic Edge,PS2,Sony Computer Entertainment  ,Virtuos  ,7.4,,0.07,0.03,,0.25,0.34,2009,Racing
7647,The Tower Of Elements,PC,Unknown  ,Wulo Games  ,,,,,,,,N/A,Strategy
